Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,10.000000 ,36.562819 ,80.558334 ,153.427308 ,274.118870 ,474.018115 ,805.107612 ,1353.485145 ,2261.752912 ,3766.100351 ,6257.723746 ,10384.554413 ,17219.749244  
17/03/2013 09:00,735310.375000,2.375000,1,1,1,-0.006033,0.429742,1.422532,3.130688,4.310229,4.445691,4.126858,4.006229,4.000082,4.000000,4.000000,4.000000,4.000000 
17/03/2013 10:00,735310.416667,2.416667,1,1,1,-0.003474,0.436442,1.361825,2.983003,4.178627,4.433156,4.131472,4.006713,4.000093,4.000000,4.000000,4.000000,4.000000 
17/03/2013 11:00,735310.458333,2.458333,1,1,1,3.794455,2.520715,2.278621,2.992897,4.068763,4.418260,4.135678,4.007210,4.000105,4.000000,4.000000,4.000000,4.000000 
17/03/2013 12:00,735310.500000,2.500000,1,1,1,6.666239,4.775701,3.610644,3.185914,3.996203,4.402112,4.139462,4.007719,4.000118,4.000000,4.000000,4.000000,4.000000 
17/03/2013 13:00,735310.541667,2.541667,1,1,1,8.536734,6.609926,4.929096,3.520262,3.969658,4.386009,4.142837,4.008238,4.000131,4.000000,4.000000,4.000000,4.000000 
17/03/2013 14:00,735310.583333,2.583333,1,1,1,11.882892,9.120495,6.584272,4.015639,3.998565,4.371447,4.145843,4.008766,4.000145,4.000001,4.000000,4.000000,4.000000 
17/03/2013 15:00,735310.625000,2.625000,1,1,1,15.249636,11.889157,8.500482,4.676704,4.091404,4.360089,4.148552,4.009301,4.000161,4.000001,4.000000,4.000000,4.000000 
17/03/2013 16:00,735310.666667,2.666667,1,1,1,12.101840,11.247117,8.953410,5.253768,4.229116,4.353012,4.151053,4.009843,4.000177,4.000001,4.000000,4.000000,4.000000 
17/03/2013 17:00,735310.708333,2.708333,1,1,1,9.323174,9.622585,8.459116,5.631359,4.383651,4.350482,4.153441,4.010391,4.000194,4.000001,4.000000,4.000000,4.000000 
17/03/2013 18:00,735310.750000,2.750000,1,1,1,6.499449,7.574663,7.422867,5.778979,4.528328,4.352034,4.155798,4.010945,4.000212,4.000001,4.000000,4.000000,4.000000 
17/03/2013 19:00,735310.791667,2.791667,1,1,1,4.123019,5.576379,6.189812,5.721985,4.643450,4.356686,4.158183,4.011505,4.000231,4.000001,4.000000,4.000000,4.000000 
17/03/2013 20:00,735310.833333,2.833333,1,1,1,2.482360,3.961630,5.031567,5.517969,4.718537,4.363216,4.160633,4.012071,4.000251,4.000001,4.000000,4.000000,4.000000 
17/03/2013 21:00,735310.875000,2.875000,1,1,1,1.277228,2.698331,4.032202,5.222182,4.750565,4.370374,4.163158,4.012643,4.000271,4.000001,4.000000,4.000000,4.000000 
17/03/2013 22:00,735310.916667,2.916667,1,1,1,0.333701,1.693415,3.186180,4.875529,4.741242,4.377007,4.165746,4.013222,4.000293,4.000002,4.000000,4.000000,4.000000 
17/03/2013 23:00,735310.958333,2.958333,1,1,1,-0.005405,1.100603,2.570846,4.520658,4.696424,4.382176,4.168367,4.013808,4.000316,4.000002,4.000000,4.000000,4.000000 
18/03/2013 00:00,735311.000000,3.000000,1,1,1,-0.005791,0.833751,2.179345,4.189769,4.624357,4.385202,4.170978,4.014401,4.000339,4.000002,4.000000,4.000000,4.000000 
18/03/2013 01:00,735311.041667,3.041667,1,1,1,-0.006219,0.689177,1.923256,3.894475,4.533126,4.385658,4.173528,4.015000,4.000364,4.000002,4.000000,4.000000,4.000000 
18/03/2013 02:00,735311.083333,3.083333,1,1,1,-0.006668,0.596902,1.741693,3.635563,4.429555,4.383317,4.175967,4.015605,4.000389,4.000002,4.000000,4.000000,4.000000 
18/03/2013 03:00,735311.125000,3.125000,1,1,1,-0.007136,0.530053,1.602582,3.409482,4.318967,4.378109,4.178239,4.016215,4.000416,4.000003,4.000000,4.000000,4.000000 
18/03/2013 04:00,735311.166667,3.166667,1,1,1,-0.007637,0.477291,1.489642,3.211589,4.205322,4.370072,4.180295,4.016829,4.000444,4.000003,4.000000,4.000000,4.000000 
18/03/2013 05:00,735311.208333,3.208333,1,1,1,-0.008185,0.433412,1.394371,3.037437,4.091466,4.359321,4.182088,4.017447,4.000472,4.000003,4.000000,4.000000,4.000000 
18/03/2013 06:00,735311.250000,3.250000,1,1,1,-0.008818,0.395860,1.311964,2.883183,3.979378,4.346016,4.183574,4.018066,4.000502,4.000004,4.000000,4.000000,4.000000 
18/03/2013 07:00,735311.291667,3.291667,1,1,1,-0.009489,0.363900,1.239653,2.745661,3.870392,4.330349,4.184716,4.018687,4.000532,4.000004,4.000000,4.000000,4.000000 
18/03/2013 08:00,735311.333333,3.333333,1,1,1,-0.009851,0.338519,1.176282,2.622405,3.765371,4.312525,4.185482,4.019306,4.000564,4.000004,4.000000,4.000000,4.000000 
18/03/2013 09:00,735311.375000,3.375000,1,1,1,-0.009276,0.321316,1.122016,2.511637,3.664861,4.292754,4.185842,4.019922,4.000597,4.000005,4.000000,4.000000,4.000000 
18/03/2013 10:00,735311.416667,3.416667,1,1,1,-0.007792,0.312079,1.076755,2.412044,3.569194,4.271246,4.185775,4.020535,4.000630,4.000005,4.000000,4.000000,4.000000 
18/03/2013 11:00,735311.458333,3.458333,1,1,1,-0.006655,0.306706,1.037626,2.322228,3.478509,4.248206,4.185262,4.021141,4.000665,4.000005,4.000000,4.000000,4.000000 
18/03/2013 12:00,735311.500000,3.500000,1,1,1,-0.005433,0.307298,1.003833,2.241009,3.392810,4.223829,4.184290,4.021740,4.000700,4.000006,4.000000,4.000000,4.000000 
18/03/2013 13:00,735311.541667,3.541667,1,1,1,-0.004454,0.312776,0.974462,2.167349,3.312003,4.198298,4.182848,4.022329,4.000737,4.000006,4.000000,4.000000,4.000000 
18/03/2013 14:00,735311.583333,3.583333,1,1,1,-0.005130,0.304531,0.917875,2.037713,3.164168,4.144447,4.178536,4.023470,4.000813,4.000007,4.000000,4.000000,4.000000 
18/03/2013 15:00,735311.625000,3.625000,1,1,1,-0.004770,0.287074,0.849499,1.876711,2.972641,4.058813,4.168506,4.025064,4.000933,4.000009,4.000000,4.000000,4.000000 
18/03/2013 16:00,735311.666667,3.666667,1,1,1,1.016171,0.839019,1.088600,1.868850,2.919887,4.029554,4.164231,4.025556,4.000974,4.000010,4.000000,4.000000,4.000000 
18/03/2013 17:00,735311.708333,3.708333,1,1,1,0.605325,0.805622,1.147297,1.866648,2.873894,4.000248,4.159506,4.026027,4.001016,4.000010,4.000000,4.000000,4.000000 
18/03/2013 18:00,735311.750000,3.750000,1,1,1,0.003482,0.474890,1.011046,1.840517,2.831010,3.970973,4.154345,4.026473,4.001059,4.000011,4.000000,4.000000,4.000000 
18/03/2013 19:00,735311.791667,3.791667,1,1,1,-0.005417,0.353303,0.904410,1.800927,2.789297,3.941754,4.148761,4.026894,4.001103,4.000012,4.000000,4.000000,4.000000 
18/03/2013 20:00,735311.833333,3.833333,1,1,1,-0.005600,0.301527,0.837439,1.757258,2.748131,3.912596,4.142766,4.027289,4.001147,4.000012,4.000000,4.000000,4.000000 
18/03/2013 21:00,735311.875000,3.875000,1,1,1,-0.005867,0.274461,0.794474,1.714028,2.707473,3.883503,4.136375,4.027655,4.001192,4.000013,4.000000,4.000000,4.000000 
18/03/2013 22:00,735311.916667,3.916667,1,1,1,-0.006205,0.256733,0.763812,1.673014,2.667478,3.854484,4.129598,4.027992,4.001237,4.000014,4.000000,4.000000,4.000000 
18/03/2013 23:00,735311.958333,3.958333,1,1,1,-0.006337,0.243813,0.739913,1.634752,2.628333,3.825554,4.122450,4.028298,4.001283,4.000015,4.000000,4.000000,4.000000 
19/03/2013 00:00,735312.000000,4.000000,1,1,1,-0.006640,0.232977,0.719473,1.599167,2.590186,3.796729,4.114943,4.028572,4.001329,4.000015,4.000000,4.000000,4.000000 
19/03/2013 01:00,735312.041667,4.041667,1,1,1,-0.006914,0.223212,0.701271,1.566036,2.553141,3.768029,4.107089,4.028812,4.001375,4.000016,4.000000,4.000000,4.000000 
19/03/2013 02:00,735312.083333,4.083333,1,1,1,-0.007204,0.214162,0.684599,1.535091,2.517254,3.739475,4.098901,4.029018,4.001422,4.000017,4.000000,4.000000,4.000000 
19/03/2013 03:00,735312.125000,4.125000,1,1,1,-0.007503,0.205664,0.669108,1.506084,2.482548,3.711088,4.090392,4.029189,4.001469,4.000018,4.000000,4.000000,4.000000 
19/03/2013 04:00,735312.166667,4.166667,1,1,1,-0.007822,0.197618,0.654579,1.478794,2.449021,3.682886,4.081574,4.029323,4.001516,4.000019,4.000000,4.000000,4.000000 
19/03/2013 05:00,735312.208333,4.208333,1,1,1,-0.008136,0.190068,0.640916,1.453037,2.416653,3.654890,4.072461,4.029419,4.001563,4.000020,4.000000,4.000000,4.000000 
19/03/2013 06:00,735312.250000,4.250000,1,1,1,-0.008539,0.182797,0.627912,1.428643,2.385407,3.627115,4.063064,4.029477,4.001610,4.000021,4.000000,4.000000,4.000000 
19/03/2013 07:00,735312.291667,4.291667,1,1,1,-0.009030,0.175731,0.615451,1.405459,2.355241,3.599577,4.053398,4.029496,4.001657,4.000022,4.000000,4.000000,4.000000 
19/03/2013 08:00,735312.333333,4.333333,1,1,1,-0.009159,0.170125,0.603999,1.383434,2.326113,3.572289,4.043474,4.029476,4.001704,4.000023,4.000000,4.000000,4.000000 
19/03/2013 09:00,735312.375000,4.375000,1,1,1,-0.008766,0.166755,0.594007,1.362593,2.297993,3.545265,4.033305,4.029414,4.001751,4.000024,4.000000,4.000000,4.000000 
19/03/2013 10:00,735312.416667,4.416667,1,1,1,-0.007331,0.166449,0.571784,1.306782,2.219372,3.465887,4.001474,4.028978,4.001889,4.000028,4.000000,4.000000,4.000000 
19/03/2013 11:00,735312.458333,4.458333,1,1,1,-0.001796,0.177464,0.567061,1.290528,2.195026,3.440025,3.990463,4.028748,4.001934,4.000029,4.000000,4.000000,4.000000 
19/03/2013 12:00,735312.500000,4.500000,1,1,1,-0.004013,0.185396,0.557379,1.256038,2.148215,3.389210,3.967903,4.028156,4.002022,4.000031,4.000000,4.000000,4.000000 
19/03/2013 13:00,735312.541667,4.541667,1,1,1,3.932084,2.283721,1.493377,1.355335,2.098145,3.315683,3.932910,4.026936,4.002149,4.000035,4.000000,4.000000,4.000000 
19/03/2013 14:00,735312.583333,4.583333,1,1,1,15.482962,9.264141,4.961932,1.986119,2.159006,3.294266,3.921033,4.026440,4.002190,4.000037,4.000000,4.000000,4.000000 
19/03/2013 15:00,735312.625000,4.625000,1,1,1,20.934199,14.710804,8.753223,3.042896,2.320662,3.277989,3.909182,4.025900,4.002229,4.000038,4.000000,4.000000,4.000000 
19/03/2013 16:00,735312.666667,4.666667,1,1,1,22.466822,17.630707,11.592652,4.281391,2.585836,3.269481,3.897513,4.025316,4.002267,4.000039,4.000000,4.000000,4.000000 
19/03/2013 17:00,735312.708333,4.708333,1,1,1,20.956374,18.051766,12.997056,5.447737,2.930116,3.270594,3.886214,4.024691,4.002304,4.000041,4.000000,4.000000,4.000000 
19/03/2013 18:00,735312.750000,4.750000,1,1,1,16.510038,15.980280,12.757023,6.319039,3.309737,3.281900,3.875481,4.024027,4.002340,4.000042,4.000000,4.000000,4.000000 
19/03/2013 19:00,735312.791667,4.791667,1,1,1,11.101357,12.452221,11.233540,6.778926,3.675982,3.302604,3.865488,4.023327,4.002375,4.000044,4.000000,4.000000,4.000000 
19/03/2013 20:00,735312.833333,4.833333,1,1,1,7.942731,9.548221,9.480688,6.893924,3.995177,3.331018,3.856367,4.022594,4.002408,4.000045,4.000000,4.000000,4.000000 
19/03/2013 21:00,735312.875000,4.875000,1,1,1,5.714730,7.297195,7.885157,6.768758,4.250182,3.365056,3.848207,4.021834,4.002440,4.000047,4.000000,4.000000,4.000000 
19/03/2013 22:00,735312.916667,4.916667,1,1,1,3.989310,5.519539,6.515070,6.490771,4.435768,3.402575,3.841049,4.021050,4.002470,4.000048,4.000000,4.000000,4.000000 
19/03/2013 23:00,735312.958333,4.958333,1,1,1,2.616466,4.090354,5.351833,6.122441,4.554027,3.441586,3.834893,4.020247,4.002499,4.000050,4.000000,4.000000,4.000000 
20/03/2013 00:00,735313.000000,5.000000,1,1,1,1.525065,2.934462,4.365911,5.706601,4.611103,3.480353,3.829704,4.019428,4.002526,4.000051,4.000000,4.000000,4.000000 
20/03/2013 01:00,735313.041667,5.041667,1,1,1,0.656517,1.996623,3.529816,5.271971,4.615057,3.517439,3.825418,4.018597,4.002552,4.000053,4.000000,4.000000,4.000000 
20/03/2013 02:00,735313.083333,5.083333,1,1,1,-0.004462,1.249896,2.827270,4.838492,4.574644,3.551709,3.821951,4.017757,4.002576,4.000055,4.000000,4.000000,4.000000 
20/03/2013 03:00,735313.125000,5.125000,1,1,1,-0.004931,0.924541,2.362344,4.437583,4.500432,3.582369,3.819205,4.016913,4.002599,4.000056,4.000000,4.000000,4.000000 
20/03/2013 04:00,735313.166667,5.166667,1,1,1,-0.005233,0.749452,2.051064,4.081831,4.402540,3.608934,3.817074,4.016065,4.002620,4.000058,4.000000,4.000000,4.000000 
20/03/2013 05:00,735313.208333,5.208333,1,1,1,-0.005566,0.639779,1.831003,3.771353,4.289405,3.631176,3.815451,4.015216,4.002640,4.000059,4.000000,4.000000,4.000000 
20/03/2013 06:00,735313.250000,5.250000,1,1,1,-0.005951,0.561729,1.663634,3.501675,4.167596,3.649053,3.814233,4.014368,4.002658,4.000061,4.000000,4.000000,4.000000 
20/03/2013 07:00,735313.291667,5.291667,1,1,1,-0.006121,0.502899,1.529899,3.267129,4.042003,3.662660,3.813321,4.013523,4.002674,4.000063,4.000000,4.000000,4.000000 
20/03/2013 08:00,735313.333333,5.333333,1,1,1,-0.005244,0.464825,1.422639,3.062761,3.916194,3.672184,3.812621,4.012680,4.002689,4.000064,4.000000,4.000000,4.000000 
20/03/2013 09:00,735313.375000,5.375000,1,1,1,-0.003355,0.451256,1.338324,2.884531,3.792739,3.677873,3.812049,4.011840,4.002703,4.000066,4.000000,4.000000,4.000000 
20/03/2013 10:00,735313.416667,5.416667,1,1,1,5.308521,3.322156,2.606877,2.927360,3.694447,3.680592,3.811542,4.011004,4.002715,4.000068,4.000000,4.000000,4.000000 
20/03/2013 11:00,735313.458333,5.458333,1,1,1,11.252039,7.522865,4.958405,3.302451,3.652227,3.682020,3.811070,4.010172,4.002725,4.000069,4.000000,4.000000,4.000000 
20/03/2013 12:00,735313.500000,5.500000,1,1,1,15.859051,11.537950,7.657966,3.986171,3.689503,3.684404,3.810652,4.009343,4.002734,4.000071,4.000000,4.000000,4.000000 
20/03/2013 13:00,735313.541667,5.541667,1,1,1,22.340417,16.559579,10.996749,5.005824,3.828866,3.690517,3.810362,4.008519,4.002742,4.000073,4.000000,4.000000,4.000000 
20/03/2013 14:00,735313.583333,5.583333,1,1,1,22.471520,18.533699,13.203095,6.119399,4.063694,3.702830,3.810324,4.007701,4.002748,4.000074,4.000000,4.000000,4.000000 
20/03/2013 15:00,735313.625000,5.625000,1,1,1,20.772624,18.486235,14.119802,7.119777,4.366635,3.722951,3.810690,4.006889,4.002752,4.000076,4.000000,4.000000,4.000000 
20/03/2013 16:00,735313.666667,5.666667,1,1,1,17.555403,16.873158,13.867124,7.865880,4.699959,3.751381,3.811616,4.006087,4.002755,4.000078,4.000000,4.000000,4.000000 
20/03/2013 17:00,735313.708333,5.708333,1,1,1,13.979308,14.464529,12.814621,8.302857,5.026355,3.787573,3.813245,4.005296,4.002757,4.000080,4.000000,4.000000,4.000000 
20/03/2013 18:00,735313.750000,5.750000,1,1,1,10.597279,11.826301,11.335414,8.441615,5.315776,3.830175,3.815687,4.004521,4.002757,4.000081,4.000001,4.000000,4.000000 
20/03/2013 19:00,735313.791667,5.791667,1,1,1,7.711292,9.330138,9.725881,8.331977,5.548326,3.877351,3.819010,4.003764,4.002756,4.000083,4.000001,4.000000,4.000000 
20/03/2013 20:00,735313.833333,5.833333,1,1,1,5.987841,7.480387,8.326002,8.060615,5.716476,3.927136,3.823241,4.003030,4.002754,4.000085,4.000001,4.000000,4.000000 
20/03/2013 21:00,735313.875000,5.875000,1,1,1,4.472365,5.951195,7.111995,7.688916,5.820333,3.977658,3.828367,4.002321,4.002750,4.000086,4.000001,4.000000,4.000000 
20/03/2013 22:00,735313.916667,5.916667,1,1,1,2.718624,4.402711,5.929763,7.240366,5.862371,4.027192,3.834342,4.001641,4.002746,4.000088,4.000001,4.000000,4.000000 
