Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,25.000000 ,40.000000 ,60.000000 ,85.000000 ,125.000000 ,175.000000 ,225.000000 ,275.000000 ,350.000000 ,450.000000 ,550.000000 ,650.000000 ,775.000000 ,925.000000  
11/04/2014 06:00,735700.250000,1.500000,1,1,1,0.224825,0.224933,0.224709,0.223900,0.221757,0.303869,0.317319,0.187808,0.187414,0.187314,0.187305,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 07:00,735700.291667,1.541667,1,1,1,0.224593,0.224705,0.224490,0.223700,0.221608,0.303787,0.317293,0.187782,0.187415,0.187315,0.187305,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 08:00,735700.333333,1.583333,1,1,1,0.224082,0.224198,0.223992,0.223224,0.221183,0.303386,0.316948,0.187755,0.187417,0.187315,0.187305,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 09:00,735700.375000,1.625000,1,1,1,0.223348,0.223468,0.223272,0.222528,0.220532,0.302747,0.316359,0.187727,0.187418,0.187316,0.187305,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 10:00,735700.416667,1.666667,1,1,1,0.222339,0.222462,0.222276,0.221554,0.219600,0.301798,0.315457,0.187697,0.187419,0.187316,0.187305,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 11:00,735700.458333,1.708333,1,1,1,0.221133,0.221258,0.221081,0.220382,0.218463,0.300632,0.314333,0.187664,0.187419,0.187317,0.187305,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 12:00,735700.500000,1.750000,1,1,1,0.219773,0.219899,0.219731,0.219053,0.217163,0.299283,0.313021,0.187627,0.187420,0.187317,0.187306,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 13:00,735700.541667,1.791667,1,1,1,0.218276,0.218403,0.218243,0.217584,0.215715,0.297745,0.311515,0.187586,0.187420,0.187318,0.187306,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 14:00,735700.583333,1.833333,1,1,1,0.216856,0.216982,0.216828,0.216185,0.214329,0.296279,0.310077,0.187541,0.187421,0.187318,0.187306,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 15:00,735700.625000,1.875000,1,1,1,0.215572,0.215699,0.215549,0.214920,0.213070,0.294956,0.308779,0.187493,0.187421,0.187319,0.187306,0.187305,0.187305,0.187304,0.187303,0.187301 
11/04/2014 16:00,735700.666667,1.916667,1,1,1,0.214450,0.214576,0.214430,0.213811,0.211964,0.293799,0.307645,0.187441,0.187421,0.187319,0.187306,0.187305,0.187305,0.187304,0.187303,0.187301 
11/04/2014 17:00,735700.708333,1.958333,1,1,1,0.213642,0.213767,0.213624,0.213011,0.211164,0.293005,0.306875,0.187388,0.187420,0.187320,0.187306,0.187305,0.187305,0.187304,0.187304,0.187301 
11/04/2014 18:00,735700.750000,2.000000,1,1,1,0.213117,0.213241,0.213100,0.212492,0.210645,0.292538,0.306435,0.187334,0.187420,0.187320,0.187306,0.187306,0.187305,0.187304,0.187304,0.187301 
11/04/2014 19:00,735700.791667,2.041667,1,1,1,0.212921,0.213044,0.212905,0.212300,0.210454,0.292468,0.306396,0.187279,0.187419,0.187321,0.187306,0.187306,0.187305,0.187304,0.187304,0.187301 
11/04/2014 20:00,735700.833333,2.083333,1,1,1,0.212845,0.212967,0.212828,0.212226,0.210386,0.292541,0.306503,0.187226,0.187418,0.187321,0.187306,0.187306,0.187305,0.187304,0.187304,0.187301 
11/04/2014 21:00,735700.875000,2.125000,1,1,1,0.212768,0.212891,0.212753,0.212153,0.210326,0.292608,0.306610,0.187174,0.187416,0.187322,0.187306,0.187306,0.187305,0.187304,0.187304,0.187301 
11/04/2014 22:00,735700.916667,2.166667,1,1,1,0.212693,0.212815,0.212678,0.212081,0.210272,0.292672,0.306714,0.187123,0.187415,0.187322,0.187307,0.187306,0.187305,0.187304,0.187304,0.187301 
11/04/2014 23:00,735700.958333,2.208333,1,1,1,0.212618,0.212741,0.212604,0.212011,0.210222,0.292732,0.306817,0.187073,0.187413,0.187323,0.187307,0.187306,0.187305,0.187304,0.187304,0.187301 
12/04/2014 00:00,735701.000000,2.250000,1,1,1,0.212543,0.212667,0.212531,0.211942,0.210177,0.292788,0.306918,0.187023,0.187411,0.187323,0.187307,0.187306,0.187305,0.187304,0.187304,0.187301 
12/04/2014 01:00,735701.041667,2.291667,1,1,1,0.212470,0.212593,0.212459,0.211875,0.210136,0.292841,0.307018,0.186975,0.187409,0.187324,0.187307,0.187306,0.187305,0.187304,0.187304,0.187301 
12/04/2014 02:00,735701.083333,2.333333,1,1,1,0.212398,0.212521,0.212389,0.211810,0.210098,0.292892,0.307116,0.186927,0.187407,0.187324,0.187307,0.187306,0.187305,0.187304,0.187304,0.187300 
12/04/2014 03:00,735701.125000,2.375000,1,1,1,0.212326,0.212450,0.212319,0.211747,0.210063,0.292940,0.307213,0.186880,0.187404,0.187324,0.187307,0.187306,0.187305,0.187305,0.187304,0.187300 
12/04/2014 04:00,735701.166667,2.416667,1,1,1,0.212255,0.212380,0.212251,0.211686,0.210030,0.292986,0.307308,0.186834,0.187402,0.187325,0.187307,0.187306,0.187305,0.187305,0.187304,0.187300 
12/04/2014 05:00,735701.208333,2.458333,1,1,1,0.212185,0.212310,0.212184,0.211626,0.210000,0.293030,0.307401,0.186790,0.187399,0.187325,0.187307,0.187306,0.187305,0.187305,0.187304,0.187300 
12/04/2014 06:00,735701.250000,2.500000,1,1,1,0.212113,0.212240,0.212116,0.211566,0.209969,0.293070,0.307490,0.186745,0.187396,0.187325,0.187307,0.187306,0.187305,0.187305,0.187304,0.187300 
12/04/2014 07:00,735701.291667,2.541667,1,1,1,0.211948,0.212076,0.211955,0.211414,0.209848,0.292993,0.307461,0.186702,0.187393,0.187326,0.187307,0.187307,0.187305,0.187305,0.187304,0.187300 
12/04/2014 08:00,735701.333333,2.583333,1,1,1,0.211594,0.211723,0.211607,0.211076,0.209540,0.292693,0.307207,0.186658,0.187390,0.187326,0.187307,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 09:00,735701.375000,2.625000,1,1,1,0.210906,0.211037,0.210925,0.210406,0.208897,0.291997,0.306553,0.186613,0.187386,0.187326,0.187307,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 10:00,735701.416667,2.666667,1,1,1,0.209865,0.209996,0.209889,0.209383,0.207896,0.290853,0.305444,0.186565,0.187382,0.187327,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 11:00,735701.458333,2.708333,1,1,1,0.208664,0.208795,0.208692,0.208198,0.206724,0.289511,0.304130,0.186513,0.187379,0.187327,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 12:00,735701.500000,2.750000,1,1,1,0.207340,0.207470,0.207371,0.206887,0.205417,0.288007,0.302649,0.186457,0.187375,0.187327,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 13:00,735701.541667,2.791667,1,1,1,0.205972,0.206101,0.206005,0.205530,0.204055,0.286436,0.301095,0.186397,0.187370,0.187327,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 14:00,735701.583333,2.833333,1,1,1,0.204644,0.204771,0.204678,0.204209,0.202723,0.284901,0.299571,0.186332,0.187366,0.187328,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 15:00,735701.625000,2.875000,1,1,1,0.203437,0.203563,0.203471,0.203006,0.201502,0.283503,0.298183,0.186263,0.187361,0.187328,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 16:00,735701.666667,2.916667,1,1,1,0.202424,0.202547,0.202456,0.201993,0.200468,0.282338,0.297027,0.186191,0.187356,0.187328,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 17:00,735701.708333,2.958333,1,1,1,0.201666,0.201787,0.201696,0.201233,0.199686,0.281495,0.296194,0.186117,0.187351,0.187328,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 18:00,735701.750000,3.000000,1,1,1,0.201190,0.201309,0.201218,0.200752,0.199185,0.281011,0.295722,0.186042,0.187345,0.187328,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 19:00,735701.791667,3.041667,1,1,1,0.201025,0.201143,0.201050,0.200581,0.198995,0.280940,0.295666,0.185968,0.187339,0.187328,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
